timestamp,bps
2024-01-01 00:00:00,451.32727692044494
2024-01-01 01:00:00,349.33932907427754
2024-01-01 02:00:00,308.7043223352775
2024-01-01 03:00:00,382.33603331977804
2024-01-01 04:00:00,543.4977176031294
2024-01-01 05:00:00,424.8507477970141
2024-01-01 06:00:00,446.2655886598063
2024-01-01 07:00:00,493.6385513649312
2024-01-01 08:00:00,466.8787380124434
2024-01-01 09:00:00,434.52145361512237
2024-01-01 10:00:00,364.95128474135544
2024-01-01 11:00:00,473.9359995032425
2024-01-01 12:00:00,568.522810028762
2024-01-01 13:00:00,522.4982536264291
2024-01-01 14:00:00,542.5538719639726
2024-01-01 15:00:00,489.7685639659757
2024-01-01 16:00:00,630.6275463515118
2024-01-01 17:00:00,496.3118355293071
2024-01-01 18:00:00,412.42199963128957
2024-01-01 19:00:00,466.2601705893251
2024-01-01 20:00:00,548.5543549070586
2024-01-01 21:00:00,371.481626760204
2024-01-01 22:00:00,543.7005800060555
2024-01-01 23:00:00,389.88561311536023
2024-01-02 00:00:00,633.4862443435691
2024-01-02 01:00:00,432.0639226333438
2024-01-02 02:00:00,336.74806113897336
2024-01-02 03:00:00,438.466136215227
2024-01-02 04:00:00,571.10048636796
2024-01-02 05:00:00,433.93429867043886
2024-01-02 06:00:00,474.23964872238133
2024-01-02 07:00:00,490.6444167674975
2024-01-02 08:00:00,498.4428105412975
2024-01-02 09:00:00,659.2411518001503
2024-01-02 10:00:00,594.1208534761993
2024-01-02 11:00:00,574.4954236980243
2024-01-02 12:00:00,562.8495538300797
2024-01-02 13:00:00,511.03806321688285
2024-01-02 14:00:00,562.1011167180895
2024-01-02 15:00:00,579.0110022294881
2024-01-02 16:00:00,499.52910578498245
2024-01-02 17:00:00,618.283183647449
2024-01-02 18:00:00,419.3514158434458
2024-01-02 19:00:00,476.6286653522721
2024-01-02 20:00:00,633.1355502988835
2024-01-02 21:00:00,582.9258500247809
2024-01-02 22:00:00,450.1047154143427
2024-01-02 23:00:00,461.26581474241226
2024-01-03 00:00:00,515.5231287161371
2024-01-03 01:00:00,448.3268785716673
2024-01-03 02:00:00,529.6244498088984
2024-01-03 03:00:00,436.05174030982124
2024-01-03 04:00:00,328.5257243400529
2024-01-03 05:00:00,463.6546584404914
2024-01-03 06:00:00,392.1091590897136
2024-01-03 07:00:00,607.0749044438214
2024-01-03 08:00:00,541.0410463906918
2024-01-03 09:00:00,585.4692171101815
2024-01-03 10:00:00,378.61907805758767
2024-01-03 11:00:00,360.5075514284016
2024-01-03 12:00:00,474.09645143329243
2024-01-03 13:00:00,666.8889503953139
2024-01-03 14:00:00,489.735785212344
2024-01-03 15:00:00,458.03030803953993
2024-01-03 16:00:00,527.1830279893202
2024-01-03 17:00:00,484.16108995314426
2024-01-03 18:00:00,377.3779317004692
2024-01-03 19:00:00,469.06453039035665
2024-01-03 20:00:00,438.34387324694615
2024-01-03 21:00:00,583.700035919936
2024-01-03 22:00:00,476.39880378563464
2024-01-03 23:00:00,100.37854332148169
2024-01-04 00:00:00,480.4460257987885
2024-01-04 01:00:00,491.60025362827446
2024-01-04 02:00:00,469.24825666450397
2024-01-04 03:00:00,655.6909315354454
2024-01-04 04:00:00,612.8335189823947
2024-01-04 05:00:00,547.6151423477847
2024-01-04 06:00:00,393.72574995654514
2024-01-04 07:00:00,466.31333477816065
2024-01-04 08:00:00,384.6754551610451
2024-01-04 09:00:00,466.9107157787556
2024-01-04 10:00:00,489.50638969266413
2024-01-04 11:00:00,418.6947077233771
2024-01-04 12:00:00,412.1106234672769
2024-01-04 13:00:00,726.3269896673534
2024-01-04 14:00:00,446.90674471455554
2024-01-04 15:00:00,384.6566480604512
2024-01-04 16:00:00,435.6546843956759
2024-01-04 17:00:00,612.3200395444101
2024-01-04 18:00:00,555.1137197059538
2024-01-04 19:00:00,588.9898205881217
2024-01-04 20:00:00,474.2000642993362
2024-01-04 21:00:00,487.70058159875856
2024-01-04 22:00:00,545.513196778138
2024-01-04 23:00:00,316.58142593413936
2024-01-05 00:00:00,587.9073010788295
2024-01-05 01:00:00,469.35868608185353
2024-01-05 02:00:00,478.79196126722366
2024-01-05 03:00:00,366.8975181514602
