timestamp,bps
2024-01-01 00:00:00,524.1627646786144
2024-01-01 01:00:00,656.1813640579935
2024-01-01 02:00:00,335.5340849253888
2024-01-01 03:00:00,582.4435248987918
2024-01-01 04:00:00,445.5526849022504
2024-01-01 05:00:00,467.311102080733
2024-01-01 06:00:00,503.5373887091313
2024-01-01 07:00:00,595.9461806389019
2024-01-01 08:00:00,424.17399709350957
2024-01-01 09:00:00,459.89179264210077
2024-01-01 10:00:00,503.7378206132814
2024-01-01 11:00:00,583.432072044241
2024-01-01 12:00:00,530.5348152597694
2024-01-01 13:00:00,573.5201247801995
2024-01-01 14:00:00,425.05459210017136
2024-01-01 15:00:00,479.77073647463504
2024-01-01 16:00:00,389.8784458627281
2024-01-01 17:00:00,643.2695308993286
2024-01-01 18:00:00,489.410570588714
2024-01-01 19:00:00,402.36034697659886
2024-01-01 20:00:00,324.1026834601004
2024-01-01 21:00:00,476.88635964181657
2024-01-01 22:00:00,468.1871262974548
2024-01-01 23:00:00,355.1030878681229
2024-01-02 00:00:00,413.6991304196302
2024-01-02 01:00:00,542.343293622317
2024-01-02 02:00:00,494.11679665609927
2024-01-02 03:00:00,502.45104857027786
2024-01-02 04:00:00,223.16674978999384
2024-01-02 05:00:00,422.41464097864787
2024-01-02 06:00:00,484.59578610089915
2024-01-02 07:00:00,544.8417783505623
2024-01-02 08:00:00,563.5783838504786
2024-01-02 09:00:00,572.4055064279377
2024-01-02 10:00:00,499.8679718908012
2024-01-02 11:00:00,554.0669218955758
2024-01-02 12:00:00,447.76556669279177
2024-01-02 13:00:00,579.8525018387577
2024-01-02 14:00:00,748.9318370078212
2024-01-02 15:00:00,483.8136061341979
2024-01-02 16:00:00,558.8626291231666
2024-01-02 17:00:00,524.4304515575877
2024-01-02 18:00:00,515.8965502567584
2024-01-02 19:00:00,513.8539585947709
2024-01-02 20:00:00,549.9571331935501
2024-01-02 21:00:00,525.9794551958078
2024-01-02 22:00:00,461.95927166609346
2024-01-02 23:00:00,444.1062257147443
2024-01-03 00:00:00,464.1914229246517
2024-01-03 01:00:00,464.13501748354554
2024-01-03 02:00:00,579.3094269756737
2024-01-03 03:00:00,484.6452885956561
2024-01-03 04:00:00,501.9013518015011
2024-01-03 05:00:00,498.0212315863865
2024-01-03 06:00:00,502.21599597280965
2024-01-03 07:00:00,508.17562211154797
2024-01-03 08:00:00,425.2170723413683
2024-01-03 09:00:00,610.4918744650981
2024-01-03 10:00:00,703.0783261341821
2024-01-03 11:00:00,460.74571323865075
2024-01-03 12:00:00,493.64979973535475
2024-01-03 13:00:00,327.4165802988375
2024-01-03 14:00:00,688.4888668369603
2024-01-03 15:00:00,420.6660217369127
2024-01-03 16:00:00,472.06957884471086
2024-01-03 17:00:00,604.0663962798051
2024-01-03 18:00:00,343.03843801209945
2024-01-03 19:00:00,638.4534376358963
2024-01-03 20:00:00,406.7974818879748
2024-01-03 21:00:00,504.27953987378936
2024-01-03 22:00:00,586.0006918559438
2024-01-03 23:00:00,466.8710831934801
2024-01-04 00:00:00,596.0753982346138
2024-01-04 01:00:00,576.0670478133791
2024-01-04 02:00:00,379.1997304249555
2024-01-04 03:00:00,588.8812861399283
2024-01-04 04:00:00,572.0410610623949
2024-01-04 05:00:00,322.63095658492455
2024-01-04 06:00:00,391.54837238318527
2024-01-04 07:00:00,386.991113020772
2024-01-04 08:00:00,643.1133826168399
2024-01-04 09:00:00,811.6609694468353
2024-01-04 10:00:00,546.4041561829872
2024-01-04 11:00:00,518.5833445025719
2024-01-04 12:00:00,563.4150795900692
2024-01-04 13:00:00,524.578630019905
2024-01-04 14:00:00,514.6923926508814
2024-01-04 15:00:00,445.9438068776133
2024-01-04 16:00:00,572.716017753368
2024-01-04 17:00:00,431.1345538496988
2024-01-04 18:00:00,540.6115325593895
2024-01-04 19:00:00,481.9782053821933
2024-01-04 20:00:00,522.0289583406549
2024-01-04 21:00:00,582.0215253515404
2024-01-04 22:00:00,447.43617954235276
2024-01-04 23:00:00,297.56424329096313
2024-01-05 00:00:00,395.6966649642417
2024-01-05 01:00:00,547.7467552395359
2024-01-05 02:00:00,545.4844989471288
2024-01-05 03:00:00,475.62353410656203
